DisclosedDate,DisclosedTime,LocalCode,DisclosureNumber,TypeOfDocument,TypeOfCurrentPeriod,CurrentPeriodStartDate,CurrentPeriodEndDate,CurrentFiscalYearStartDate,CurrentFiscalYearEndDate,NextFiscalYearStartDate,NextFiscalYearEndDate,NetSales,OperatingProfit,OrdinaryProfit,Profit,EarningsPerShare,DilutedEarningsPerShare,TotalAssets,Equity,EquityToAssetRatio,BookValuePerShare,CashFlowsFromOperatingActivities,CashFlowsFromInvestingActivities,CashFlowsFromFinancingActivities,CashAndEquivalents,ResultDividendPerShare1stQuarter,ResultDividendPerShare2ndQuarter,ResultDividendPerShare3rdQuarter,ResultDividendPerShareFiscalYearEnd,ResultDividendPerShareAnnual,DistributionsPerUnit(REIT),ResultTotalDividendPaidAnnual,ResultPayoutRatioAnnual,ForecastDividendPerShare1stQuarter,ForecastDividendPerShare2ndQuarter,ForecastDividendPerShare3rdQuarter,ForecastDividendPerShareFiscalYearEnd,ForecastDividendPerShareAnnual,ForecastDistributionsPerUnit(REIT),ForecastTotalDividendPaidAnnual,ForecastPayoutRatioAnnual,NextYearForecastDividendPerShare1stQuarter,NextYearForecastDividendPerShare2ndQuarter,NextYearForecastDividendPerShare3rdQuarter,NextYearForecastDividendPerShareFiscalYearEnd,NextYearForecastDividendPerShareAnnual,NextYearForecastDistributionsPerUnit(REIT),NextYearForecastPayoutRatioAnnual,ForecastNetSales2ndQuarter,ForecastOperatingProfit2ndQuarter,ForecastOrdinaryProfit2ndQuarter,ForecastProfit2ndQuarter,ForecastEarningsPerShare2ndQuarter,NextYearForecastNetSales2ndQuarter,NextYearForecastOperatingProfit2ndQuarter,NextYearForecastOrdinaryProfit2ndQuarter,NextYearForecastProfit2ndQuarter,NextYearForecastEarningsPerShare2ndQuarter,ForecastNetSales,ForecastOperatingProfit,ForecastOrdinaryProfit,ForecastProfit,ForecastEarningsPerShare,NextYearForecastNetSales,NextYearForecastOperatingProfit,NextYearForecastOrdinaryProfit,NextYearForecastProfit,NextYearForecastEarningsPerShare,MaterialChangesInSubsidiaries,ChangesBasedOnRevisionsOfAccountingStandard,ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard,ChangesInAccountingEstimates,RetrospectiveRestatement,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,NumberOfTreasuryStockAtTheEndOfFiscalYear,AverageNumberOfShares,NonConsolidatedNetSales,NonConsolidatedOperatingProfit,NonConsolidatedOrdinaryProfit,NonConsolidatedProfit,NonConsolidatedEarningsPerShare,NonConsolidatedTotalAssets,NonConsolidatedEquity,NonConsolidatedEquityToAssetRatio,NonConsolidatedBookValuePerShare,ForecastNonConsolidatedNetSales2ndQuarter,ForecastNonConsolidatedOperatingProfit2ndQuarter,ForecastNonConsolidatedOrdinaryProfit2ndQuarter,ForecastNonConsolidatedProfit2ndQuarter,ForecastNonConsolidatedEarningsPerShare2ndQuarter,NextYearForecastNonConsolidatedNetSales2ndQuarter,NextYearForecastNonConsolidatedOperatingProfit2ndQuarter,NextYearForecastNonConsolidatedOrdinaryProfit2ndQuarter,NextYearForecastNonConsolidatedProfit2ndQuarter,NextYearForecastNonConsolidatedEarningsPerShare2ndQuarter,ForecastNonConsolidatedNetSales,ForecastNonConsolidatedOperatingProfit,ForecastNonConsolidatedOrdinaryProfit,ForecastNonConsolidatedProfit,ForecastNonConsolidatedEarningsPerShare,NextYearForecastNonConsolidatedNetSales,NextYearForecastNonConsolidatedOperatingProfit,NextYearForecastNonConsolidatedOrdinaryProfit,NextYearForecastNonConsolidatedProfit,NextYearForecastNonConsolidatedEarningsPerShare,Code
2022-10-27 00:00:00+09:00,15:00:00,40630,20221027550443,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,1409336000000,536237000000,559026000000,392324000000,955.99,955.41,4612477000000,3901473000000,0.817,9268.71,368593000000,-58989000000,-278464000000,1130933000000,,225.0,,,,,,,,,,225.0,450.0,,,,,,,,,,,,,,,,,,,,,2700000000000,940000000000,980000000000,680000000000,1670.65,,,,,,false,true,false,false,false,416662793,9978306,410383578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4063
2022-10-27 00:00:00+09:00,15:00:00,68570,20221026549489,2QFinancialStatements_Consolidated_IFRS,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,274806000000,87916000000,,71161000000,375.5,374.1,567270000000,342407000000,0.604,,46438000000,-12974000000,-42076000000,114926000000,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000000000,170000000000,,130000000000,,,,,,,false,false,false,false,,191542265,4763246,189508469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6857
2022-10-28 00:00:00+09:00,09:00:00,40430,20220914532762,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,166370000000,8296000000,10870000000,6565000000,91.25,,488569000000,241702000000,0.47,3190.93,349000000,-16270000000,31792000000,99516000000,,35.0,,,,,,,,,,35.0,70.0,,,,,,,,,,,,,,,,,,,,,370000000000,21000000000,24000000000,15000000000,208.47,,,,,,true,false,false,false,false,72088327,137033,71951355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4043
2022-10-28 00:00:00+09:00,15:00:00,65260,20221026549570,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,82767000000,10456000000,12295000000,10013000000,297.42,,168859000000,100469000000,0.595,,14953000000,-9728000000,-151000000,52972000000,,0.0,,,,,,,,,,160.0,160.0,,,,,,,,,,,,,,,,,,,,,170000000000,17000000000,17000000000,13000000000,386.14,,,,,,false,true,false,false,false,33666666,,33666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6526
2022-10-28 00:00:00+09:00,15:30:00,77350,20221027551465,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,218404000000,38172000000,38690000000,29691000000,630.08,613.91,477427000000,274589000000,0.575,,20160000000,-2800000000,-20136000000,132580000000,,,,,,,,,,,,322.0,322.0,,,,,,,,,,,,,,,,,,,,,460000000000,74500000000,73000000000,50000000000,1057.84,,,,,,false,false,false,false,false,50794866,3384706,47123006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7735
2022-10-28 00:00:00+09:00,15:30:00,27600,20221028552301,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,111769000000,6573000000,5208000000,3584000000,361.68,,130336000000,35606000000,0.265,,-11532000000,-32000000,11290000000,4887000000,,145.0,,,,,,,,,,165.0,310.0,,,,,,,,,,,,,,,,,,,,,230000000000,,11000000000,7600000000,765.93,,,,,,false,false,false,false,false,10445500,522966,9911886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760
2022-10-31 00:00:00+09:00,15:00:00,31320,20221031553231,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,130.0,,,,,,,,,,,,,,,,,,,,,970000000000,51000000000,45000000000,31500000000,505.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132
2022-10-31 00:00:00+09:00,15:00:00,31320,20221031553293,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,492562000000,26801000000,23707000000,16821000000,270.14,,465924000000,203918000000,0.415,,45491000000,-1495000000,-21527000000,49895000000,,65.0,,,,,,,,,,65.0,130.0,,,,,,,,,,,,,,,,,,,,,970000000000,51000000000,45000000000,31500000000,505.88,,,,,,false,false,false,false,false,63030582,695067,62267116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132
2022-10-31 00:00:00+09:00,15:30:00,49800,20221031553683,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,58197000000,19678000000,18549000000,12468000000,209.4,208.25,125519000000,72557000000,0.575,1211.56,7653000000,-4075000000,-8374000000,26336000000,,30.0,,,,,,,,,,35.0,65.0,,,,,,,,,,,,,,,,,,,,,110000000000,35000000000,32300000000,22000000000,362.43,,,,,,false,true,false,false,false,64539000,5019129,59544619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980
2022-10-31 00:00:00+09:00,16:00:00,69200,20221031552806,1QFinancialStatements_Consolidated_JP,1Q,2022-07-01,2022-09-30 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,,,25723000000,8508000000,9238000000,6731000000,74.64,74.58,229454000000,73620000000,0.321,816.13,13391000000,-17429000000,14136000000,35113000000,,,,,,,,,,52.0,,77.0,129.0,,,,,,,,,,,,,,,,,,,,,140000000000,42000000000,42000000000,33000000000,365.93,,,,,,false,false,false,false,false,94286400,4105696,90180704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920
2022-11-01 00:00:00+09:00,15:00:00,67580,20221101554378,2QFinancialStatements_Consolidated_IFRS,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,5063373000000,651005000000,,482159000000,389.9,387.46,31376002000000,6950369000000,0.22,,-383256000000,-639672000000,56357000000,1209752000000,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11600000000000,1160000000000,,840000000000,,,,,,,false,false,false,false,,1261081781,22791885,1236621921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6758
2022-11-01 00:00:00+09:00,15:00:00,69630,20221027551341,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,259912000000,50403000000,70913000000,52126000000,531.14,514.99,1104884000000,911661000000,0.825,,51945000000,-58245000000,-11624000000,293187000000,,100.0,,,,,,,,,,100.0,200.0,,,,,,,,,,,,,,,,,,,,,520000000000,90000000000,105000000000,80000000000,815.15,,,,,,false,false,false,false,false,103000000,4856801,98140495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6963
2022-11-02 00:00:00+09:00,15:00:00,77290,20221025548978,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,71076000000,15685000000,16561000000,11908000000,292.86,290.07,199824000000,140714000000,0.696,,4611000000,-4803000000,-5120000000,44749000000,,109.0,,,,,,,,,,109.0,218.0,,,,,,,,,,,,,,,,,,,,,145000000000,30000000000,31100000000,22000000000,541.0,,,,,,false,false,true,false,false,41892181,1206662,40664177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7729
2022-11-04 00:00:00+09:00,15:00:00,67070,20221102555769,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,105965000000,8196000000,8400000000,2954000000,122.41,121.04,285756000000,165268000000,0.383,,13605000000,-13372000000,5867000000,69597000000,,15.0,,,,,,,,,,15.0,30.0,,,,,,,,,,,,,,,,,,,,,222000000000,23500000000,23000000000,8000000000,331.4,,,,,,false,true,false,false,false,25098060,939430,24140183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6707
2022-11-07 00:00:00+09:00,11:30:00,42030,20221104556299,2QFinancialStatements_Consolidated_IFRS,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,143470000000,12482000000,,9230000000,196.16,,382394000000,256096000000,0.664,,10277000000,-9912000000,-19335000000,100137000000,,60.0,,,,,,,,,,60.0,120.0,,,,,,,,,,,,,,,,,,,,,290000000000,,,21000000000,446.28,,,,,,false,false,false,false,,49590478,2535320,47055385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203
2022-11-07 00:00:00+09:00,12:00:00,46260,20221104556750,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,52795000000,10548000000,10203000000,7489000000,133.32,,198409000000,93379000000,0.471,1664.38,,,,,,37.0,,,,,,,,,,37.0,74.0,,,,,,,,,,,,,,,,,,,,,109400000000,19000000000,18800000000,12800000000,227.96,,,,,,false,true,false,false,false,58185501,2082665,56176400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626
2022-11-08 00:00:00+09:00,15:00:00,34360,20221104557014,3QFinancialStatements_Consolidated_JP,3Q,2022-01-01,2022-09-30 00:00:00+09:00,2022-01-01 00:00:00+09:00,2022-12-31 00:00:00+09:00,,,323658000000,79931000000,83412000000,51794000000,147.91,,874801000000,579100000000,0.595,,,,,,,36.0,,,,,,,,,,42.0,78.0,,,,,,,,,,,,,,,,,,,,,439100000000,108400000000,110400000000,67700000000,193.34,,,,,,false,true,false,false,false,350175139,7900,350167242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3436
2022-11-08 00:00:00+09:00,15:00:00,81540,20221107558360,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,298760000000,18361000000,18932000000,13412000000,510.88,,290923000000,124928000000,0.429,,10650000000,-3492000000,-3187000000,45636000000,,100.0,,,,,,,,,,100.0,200.0,,,,,,,,,,,,,,,,,,,,,570000000000,28000000000,29000000000,20000000000,761.7,,,,,,false,true,false,false,false,28702118,2440773,26253692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8154
2022-11-08 00:00:00+09:00,16:00:00,42720,20221108558848,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,102728000000,13559000000,16628000000,11281000000,67.04,67.02,329503000000,259239000000,0.784,,12035000000,-9238000000,-6198000000,52613000000,,20.0,,,,,,,,,,20.0,40.0,,,,,,,,,,,,,,,,,,,,,210000000000,23800000000,26600000000,19400000000,115.31,,,,,,false,false,false,false,false,170503570,2170940,168274562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272
2022-11-09 00:00:00+09:00,15:30:00,63150,20221021547355,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,28783000000,5863000000,6490000000,4768000000,190.65,,72563000000,45306000000,0.619,,,,,,,0.0,,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,,,,,,55000000000,12200000000,12200000000,8500000000,339.88,,,,,,false,false,false,false,false,25033238,13385,25011009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6315
2022-11-10 00:00:00+09:00,15:00:00,41860,20221027550639,3QFinancialStatements_Consolidated_JP,3Q,2022-01-01,2022-09-30 00:00:00+09:00,2022-01-01 00:00:00+09:00,2022-12-31 00:00:00+09:00,,,130463000000,22665000000,23572000000,15215000000,378.37,377.77,234519000000,177722000000,0.713,4153.15,,,,,,78.0,,,,,,,,,,80.0,158.0,,,,,,,,,,,,,,,,,,,,,171800000000,30000000000,31000000000,20400000000,506.59,,,,,,false,true,false,false,false,42600000,2342615,40213660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4186
2022-11-10 00:00:00+09:00,15:30:00,80350,20221026550332,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,1182897000000,350165000000,353319000000,267346000000,1715.27,1707.84,2138073000000,1492192000000,0.692,,263391000000,-34210000000,-121269000000,454603000000,,857.0,,,,,,,,,,625.0,1482.0,,,,,,,,,,,,,,,,,,,,,2100000000000,546000000000,549000000000,400000000000,2564.93,,,,,,false,false,false,false,false,157210911,1173271,155862311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8035
2022-11-11 00:00:00+09:00,13:00:00,44010,20221110563076,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,196479000000,15112000000,16431000000,9980000000,96.97,,492760000000,308601000000,0.526,,13274000000,-12574000000,-8244000000,78001000000,,35.0,,,,,,,,,,35.0,70.0,,,,,,,,,,,,,,,,,,,,,420000000000,37000000000,36900000000,22000000000,213.58,,,,,,false,false,true,false,false,103768142,1206344,102925022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401
2022-11-11 00:00:00+09:00,15:00:00,67280,20221110561854,1QFinancialStatements_Consolidated_JP,1Q,2022-07-01,2022-09-30 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,,,56182000000,5120000000,5245000000,4053000000,82.29,,344593000000,192771000000,0.542,,5106000000,-3331000000,-8346000000,100392000000,,,,,,,,,,,,141.0,141.0,,,,,,,,,,,118000000000,13500000000,14000000000,9200000000,186.81,,,,,,250000000000,34500000000,35500000000,23000000000,467.01,,,,,,true,true,false,false,false,49355938,106983,49248963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728
2022-11-14 00:00:00+09:00,15:30:00,68900,20221113565363,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,97505000000,17061000000,23554000000,15979000000,352.88,340.76,370333000000,225026000000,0.473,3742.56,20988000000,-28783000000,32461000000,83770000000,,50.0,,,,,,,,,,50.0,100.0,,,,,,,,,,,,,,,,,,,,,200000000000,34000000000,39000000000,24000000000,521.01,,,,,,false,true,false,false,false,46942367,94233,45282920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6890
2022-11-30 00:00:00+09:00,15:00:00,43690,20221118568973,3QFinancialStatements_Consolidated_JP,3Q,2022-02-01,2022-10-31 00:00:00+09:00,2022-02-01 00:00:00+09:00,2023-01-31 00:00:00+09:00,,,10139000000,2821000000,5613000000,4374000000,134.62,,31733000000,25349000000,0.799,,5513326000,-1183524000,-1451237000,10925920000,,0.0,,,,,,,,,,22.0,22.0,,,,,,,,,,,,,,,,,,,,,13600000000,3621000000,6648000000,5193000000,159.82,,,,,,false,true,false,false,false,32498640,1646,32497036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4369
2023-01-11 00:00:00+09:00,15:00:00,63230,20230110587012,3QFinancialStatements_Consolidated_JP,3Q,2022-03-01,2022-11-30 00:00:00+09:00,2022-03-01 00:00:00+09:00,2023-02-28 00:00:00+09:00,,,71382000000,17739000000,26652000000,19666000000,1138.05,1135.91,126693000000,74432000000,0.54,,,,,,,0.0,,,,,,,,,,135.0,135.0,,,,,,,,,,,,,,,,,,,,,96466000000,23225000000,30805000000,22793000000,1318.94,,,,,,false,true,false,false,false,17640000,358720,17281305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6323
2023-01-24 00:00:00+09:00,16:00:00,61460,20230123592090,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,205120000000,79128000000,80188000000,57219000000,1585.25,1580.15,434613000000,322974000000,0.74,,,,,,,282.0,,,,,,,,,,591.0,873.0,,,,,,,,,,,,,,,,,,,,,271900000000,103200000000,104600000000,74700000000,2069.32,,,,,,false,false,false,false,false,36103971,5095,36094957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6146
2023-01-24 00:00:00+09:00,16:00:00,61460,20230123592555,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224100000000,82200000000,99400000000,73700000000,2041.61,,,,,,6146
2023-01-26 00:00:00+09:00,15:00:00,40630,20230125593655,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,2163237000000,808227000000,824217000000,578519000000,1416.49,1415.68,4771523000000,4086676000000,0.825,9749.12,,,,,,225.0,,,,,,,,,,275.0,500.0,,,,,,,,,,,,,,,,,,,,,2780000000000,995000000000,1020000000000,708000000000,1738.83,,,,,,false,true,false,false,false,410945593,7281564,408415611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4063
2023-01-30 00:00:00+09:00,15:00:00,65260,20230127595233,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,138841000000,16748000000,18266000000,15246000000,452.85,432.43,191678000000,105213000000,0.549,,7297000000,-15987000000,-239000000,38144000000,,0.0,,,,,,,,,,190.0,190.0,,,,,,,,,,,,,,,,,,,,,190000000000,19500000000,19500000000,16200000000,481.19,,,,,,false,true,false,false,false,33666666,,33666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6526
2023-01-30 00:00:00+09:00,15:00:00,31320,20230130596065,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,768004000000,45294000000,40829000000,29289000000,471.99,,475961000000,198086000000,0.397,,14695000000,-88000000,-19144000000,21673000000,,65.0,,,,,,,,,,65.0,130.0,,,,,,,,,,,,,,,,,,,,,1000000000000,57000000000,51000000000,36000000000,580.13,,,,,,false,false,false,false,false,63030582,2123165,62055206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132
2023-01-30 00:00:00+09:00,15:30:00,27600,20230130596089,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,175896000000,10409000000,8493000000,5901000000,595.08,,145066000000,36141000000,0.241,,-24973000000,-97000000,26299000000,6306000000,,145.0,,,,,,,,,,165.0,310.0,,,,,,,,,,,,,,,,,,,,,230000000000,,11000000000,7600000000,765.93,,,,,,false,false,false,false,false,10445500,511066,9917569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760
2023-01-31 00:00:00+09:00,09:00:00,40430,20221219580687,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,259010000000,13161000000,13313000000,8526000000,118.51,,480431000000,240102000000,0.474,3167.63,,,,,,35.0,,,,,,,,,,35.0,70.0,,,,,,,,,,,,,,,,,,,,,356000000000,18000000000,18000000000,12000000000,166.78,,,,,,true,false,false,false,false,72088327,137495,71951249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4043
2023-01-31 00:00:00+09:00,13:30:00,77410,20230130596462,3QFinancialStatements_Consolidated_IFRS,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,537816000000,,,126085000000,350.14,349.92,1004465000000,800707000000,0.801,,,,,394313000000,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712000000000,,,163000000000,455.86,,,,,,true,false,false,false,,356960520,534898,360093712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7741
2023-01-31 00:00:00+09:00,15:00:00,68570,20230130596594,3QFinancialStatements_Consolidated_IFRS,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,412799000000,129140000000,,99806000000,530.99,529.01,552379000000,330552000000,0.598,,46482000000,-19981000000,-62202000000,83976000000,,65.0,,,,,,,,,,70.0,135.0,,,,,,,,,,,,,,,,,,,,,550000000000,170000000000,,130000000000,,,,,,,false,false,false,false,,191542265,7572664,187962265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6857
2023-01-31 00:00:00+09:00,15:30:00,77350,20230130596628,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,335243000000,56655000000,57194000000,41841000000,886.12,863.44,541866000000,283705000000,0.523,,53654000000,-5469000000,-20477000000,161228000000,,,,,,,,,,,,322.0,322.0,,,,,,,,,,,,,,,,,,,,,460000000000,74500000000,73000000000,50000000000,1057.84,,,,,,false,false,false,false,false,50794866,3384929,47219039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7735
2023-01-31 00:00:00+09:00,16:00:00,42720,20230130596047,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,153627000000,19062000000,20994000000,15241000000,90.62,90.6,331405000000,255714000000,0.769,,,,,,,20.0,,,,,,,,,,20.0,40.0,,,,,,,,,,,,,,,,,,,,,210000000000,23800000000,26600000000,19400000000,115.31,,,,,,false,false,false,false,false,170503570,2960258,168186975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272
2023-01-31 00:00:00+09:00,16:00:00,69200,20230131596687,2QFinancialStatements_Consolidated_JP,2Q,2022-07-01,2022-12-31 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,,,55100000000,18124000000,18108000000,13582000000,150.61,150.49,241388000000,80379000000,0.333,891.04,19139000000,-18112000000,4135000000,29209000000,,52.0,,,,,,,,,,77.0,129.0,,,,,,,,,,,,,,,,,,,,,140000000000,42000000000,42000000000,33000000000,365.93,,,,,,false,false,false,false,false,94286400,4102555,90181865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920
2023-02-01 00:00:00+09:00,15:30:00,49800,20230201598406,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,87227000000,29300000000,27214000000,18646000000,314.25,312.56,125762000000,72018000000,0.566,1227.77,,,,,,30.0,,,,,,,,,,35.0,65.0,,,,,,,,,,,,,,,,,,,,,105000000000,31000000000,29200000000,20000000000,329.48,,,,,,false,true,false,false,false,64539000,6589229,59336426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980
2023-02-02 00:00:00+09:00,15:00:00,67580,20230202598836,3QFinancialStatements_Consolidated_IFRS,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,8476287000000,1079742000000,,808968000000,654.41,651.11,30872490000000,6673775000000,0.214,,-81623000000,-857523000000,99348000000,1287980000000,,35.0,,,,,,,,,,40.0,75.0,,,,,,,,,,,,,,,,,,,,,11500000000000,1180000000000,,870000000000,,,,,,,false,false,false,false,,1261081781,26391450,1236176352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6758
